Kernel,Sigma,Min Accuracy,Max Accuracy,Average Accuracy
triangular_kernel,0.796,0.7709,0.7924,0.7816
triangular_kernel,0.801,0.7709,0.7935,0.7820
triangular_kernel,0.806,0.7709,0.7935,0.7824
triangular_kernel,0.811,0.7709,0.7935,0.7824
triangular_kernel,0.816,0.7709,0.7935,0.7829
triangular_kernel,0.821,0.7709,0.7946,0.7831
triangular_kernel,0.826,0.7709,0.7946,0.7831
triangular_kernel,0.831,0.7709,0.7946,0.7831
triangular_kernel,0.836,0.7709,0.7946,0.7831
triangular_kernel,0.841,0.7720,0.7946,0.7833
triangular_kernel,0.846,0.7731,0.7946,0.7840
triangular_kernel,0.851,0.7731,0.7946,0.7840
triangular_kernel,0.856,0.7731,0.7957,0.7842
triangular_kernel,0.861,0.7731,0.7967,0.7844
triangular_kernel,0.866,0.7731,0.7967,0.7846
triangular_kernel,0.871,0.7731,0.7967,0.7846
triangular_kernel,0.876,0.7731,0.7967,0.7850
triangular_kernel,0.881,0.7731,0.7967,0.7850
triangular_kernel,0.886,0.7720,0.7967,0.7850
triangular_kernel,0.891,0.7720,0.7967,0.7855
triangular_kernel,0.896,0.7720,0.7967,0.7855
triangular_kernel,0.901,0.7720,0.7967,0.7855
triangular_kernel,0.906,0.7731,0.7967,0.7857
triangular_kernel,0.911,0.7731,0.7967,0.7857
triangular_kernel,0.916,0.7731,0.7978,0.7859
triangular_kernel,0.921,0.7731,0.7978,0.7859
triangular_kernel,0.926,0.7731,0.7978,0.7859
triangular_kernel,0.931,0.7742,0.7978,0.7866
triangular_kernel,0.936,0.7752,0.7978,0.7870
triangular_kernel,0.941,0.7752,0.7978,0.7879
triangular_kernel,0.946,0.7752,0.7978,0.7879
triangular_kernel,0.951,0.7752,0.7989,0.7881
triangular_kernel,0.956,0.7785,0.8000,0.7890
triangular_kernel,0.961,0.7785,0.8011,0.7894
triangular_kernel,0.966,0.7785,0.8011,0.7894
triangular_kernel,0.971,0.7785,0.8011,0.7894
triangular_kernel,0.976,0.7785,0.8011,0.7894
triangular_kernel,0.981,0.7785,0.8011,0.7896
triangular_kernel,0.986,0.7774,0.8011,0.7898
triangular_kernel,0.991,0.7774,0.8011,0.7903
triangular_kernel,0.996,0.7785,0.8011,0.7905
triangular_kernel,1.001,0.7785,0.8011,0.7905
triangular_kernel,1.006,0.7785,0.8011,0.7905
triangular_kernel,1.011,0.7785,0.8022,0.7909
triangular_kernel,1.016,0.7774,0.8022,0.7907
triangular_kernel,1.021,0.7774,0.8022,0.7905
triangular_kernel,1.026,0.7774,0.8022,0.7905
triangular_kernel,1.031,0.7774,0.8022,0.7905
triangular_kernel,1.036,0.7774,0.8022,0.7907
triangular_kernel,1.041,0.7774,0.8033,0.7916
triangular_kernel,1.046,0.7774,0.8033,0.7922
triangular_kernel,1.051,0.7774,0.8033,0.7922
triangular_kernel,1.056,0.7774,0.8043,0.7927
triangular_kernel,1.061,0.7774,0.8054,0.7929
triangular_kernel,1.066,0.7785,0.8054,0.7933
triangular_kernel,1.071,0.7785,0.8054,0.7935
triangular_kernel,1.076,0.7785,0.8054,0.7937
triangular_kernel,1.081,0.7785,0.8054,0.7937
triangular_kernel,1.086,0.7785,0.8054,0.7937
triangular_kernel,1.091,0.7796,0.8054,0.7940
triangular_kernel,1.096,0.7796,0.8054,0.7940
triangular_kernel,1.101,0.7796,0.8054,0.7942
triangular_kernel,1.106,0.7796,0.8054,0.7942
triangular_kernel,1.111,0.7796,0.8054,0.7946
triangular_kernel,1.116,0.7796,0.8065,0.7950
triangular_kernel,1.121,0.7796,0.8054,0.7946
triangular_kernel,1.126,0.7807,0.8054,0.7948
triangular_kernel,1.131,0.7807,0.8065,0.7955
triangular_kernel,1.136,0.7818,0.8065,0.7959
triangular_kernel,1.141,0.7818,0.8065,0.7959
triangular_kernel,1.146,0.7807,0.8065,0.7957
triangular_kernel,1.151,0.7818,0.8065,0.7959
triangular_kernel,1.156,0.7818,0.8065,0.7957
triangular_kernel,1.161,0.7818,0.8076,0.7961
triangular_kernel,1.166,0.7818,0.8076,0.7961
triangular_kernel,1.171,0.7818,0.8087,0.7966
triangular_kernel,1.176,0.7818,0.8087,0.7966
triangular_kernel,1.181,0.7828,0.8087,0.7966
triangular_kernel,1.186,0.7828,0.8087,0.7966
triangular_kernel,1.191,0.7839,0.8087,0.7970
triangular_kernel,1.196,0.7839,0.8087,0.7970
triangular_kernel,1.201,0.7839,0.8087,0.7972
triangular_kernel,1.206,0.7839,0.8087,0.7972
triangular_kernel,1.211,0.7839,0.8087,0.7972
triangular_kernel,1.216,0.7839,0.8087,0.7972
triangular_kernel,1.221,0.7850,0.8098,0.7979
triangular_kernel,1.226,0.7850,0.8098,0.7979
triangular_kernel,1.231,0.7850,0.8098,0.7979
triangular_kernel,1.236,0.7839,0.8098,0.7985
triangular_kernel,1.241,0.7850,0.8098,0.7987
triangular_kernel,1.246,0.7850,0.8098,0.7990
triangular_kernel,1.251,0.7850,0.8098,0.7990
triangular_kernel,1.256,0.7850,0.8098,0.7992
triangular_kernel,1.261,0.7850,0.8098,0.7994
triangular_kernel,1.266,0.7850,0.8098,0.7994
triangular_kernel,1.271,0.7850,0.8098,0.7994
triangular_kernel,1.276,0.7850,0.8098,0.7998
triangular_kernel,1.281,0.7850,0.8098,0.7998
triangular_kernel,1.286,0.7850,0.8098,0.8000
triangular_kernel,1.291,0.7850,0.8109,0.8007
triangular_kernel,1.296,0.7850,0.8109,0.8014
triangular_kernel,1.301,0.7861,0.8109,0.8018
triangular_kernel,1.306,0.7872,0.8109,0.8020
triangular_kernel,1.311,0.7872,0.8098,0.8020
triangular_kernel,1.316,0.7894,0.8109,0.8027
triangular_kernel,1.321,0.7894,0.8109,0.8027
triangular_kernel,1.326,0.7872,0.8109,0.8022
triangular_kernel,1.331,0.7872,0.8152,0.8029
triangular_kernel,1.336,0.7872,0.8152,0.8027
triangular_kernel,1.341,0.7872,0.8152,0.8033
triangular_kernel,1.346,0.7872,0.8152,0.8035
triangular_kernel,1.351,0.7872,0.8152,0.8035
triangular_kernel,1.356,0.7883,0.8141,0.8040
triangular_kernel,1.361,0.7883,0.8130,0.8040
triangular_kernel,1.366,0.7883,0.8130,0.8040
triangular_kernel,1.371,0.7883,0.8130,0.8040
triangular_kernel,1.376,0.7883,0.8130,0.8037
triangular_kernel,1.381,0.7883,0.8141,0.8044
triangular_kernel,1.386,0.7883,0.8141,0.8044
triangular_kernel,1.391,0.7883,0.8152,0.8046
triangular_kernel,1.396,0.7883,0.8163,0.8048
triangular_kernel,1.401,0.7872,0.8163,0.8050
triangular_kernel,1.406,0.7872,0.8163,0.8050
triangular_kernel,1.411,0.7883,0.8174,0.8055
triangular_kernel,1.416,0.7883,0.8174,0.8055
triangular_kernel,1.421,0.7883,0.8174,0.8055
triangular_kernel,1.426,0.7872,0.8185,0.8057
triangular_kernel,1.431,0.7883,0.8185,0.8059
triangular_kernel,1.436,0.7883,0.8185,0.8059
triangular_kernel,1.441,0.7883,0.8185,0.8059
triangular_kernel,1.446,0.7883,0.8185,0.8059
triangular_kernel,1.451,0.7883,0.8185,0.8059
triangular_kernel,1.456,0.7883,0.8185,0.8061
triangular_kernel,1.461,0.7883,0.8185,0.8061
triangular_kernel,1.466,0.7883,0.8185,0.8064
triangular_kernel,1.471,0.7894,0.8185,0.8066
triangular_kernel,1.476,0.7904,0.8185,0.8074
triangular_kernel,1.481,0.7904,0.8196,0.8081
triangular_kernel,1.486,0.7904,0.8196,0.8081
triangular_kernel,1.491,0.7904,0.8196,0.8087
triangular_kernel,1.496,0.7904,0.8196,0.8087
triangular_kernel,1.501,0.7915,0.8196,0.8092
triangular_kernel,1.506,0.7915,0.8207,0.8094
triangular_kernel,1.511,0.7915,0.8207,0.8094
triangular_kernel,1.516,0.7915,0.8207,0.8096
triangular_kernel,1.521,0.7937,0.8207,0.8105
triangular_kernel,1.526,0.7937,0.8217,0.8107
triangular_kernel,1.531,0.7937,0.8217,0.8105
triangular_kernel,1.536,0.7948,0.8217,0.8109
triangular_kernel,1.541,0.7948,0.8228,0.8113
triangular_kernel,1.546,0.7959,0.8228,0.8118
triangular_kernel,1.551,0.7959,0.8228,0.8118
triangular_kernel,1.556,0.7959,0.8239,0.8120
triangular_kernel,1.561,0.7959,0.8239,0.8118
triangular_kernel,1.566,0.7959,0.8239,0.8118
triangular_kernel,1.571,0.7959,0.8239,0.8118
triangular_kernel,1.576,0.7948,0.8239,0.8118
triangular_kernel,1.581,0.7959,0.8239,0.8122
triangular_kernel,1.586,0.7959,0.8239,0.8122
triangular_kernel,1.591,0.7970,0.8239,0.8127
triangular_kernel,1.596,0.7970,0.8239,0.8124
triangular_kernel,1.601,0.7970,0.8239,0.8124
triangular_kernel,1.606,0.7970,0.8239,0.8124
triangular_kernel,1.611,0.7970,0.8239,0.8124
triangular_kernel,1.616,0.7970,0.8239,0.8124
triangular_kernel,1.621,0.7970,0.8239,0.8124
triangular_kernel,1.626,0.7980,0.8228,0.8124
triangular_kernel,1.631,0.7980,0.8228,0.8127
triangular_kernel,1.636,0.7970,0.8217,0.8122
triangular_kernel,1.641,0.7991,0.8217,0.8127
triangular_kernel,1.646,0.7991,0.8217,0.8129
triangular_kernel,1.651,0.7991,0.8217,0.8131
triangular_kernel,1.656,0.7991,0.8228,0.8137
triangular_kernel,1.661,0.8002,0.8228,0.8140
triangular_kernel,1.666,0.8002,0.8239,0.8142
triangular_kernel,1.671,0.8002,0.8239,0.8140
triangular_kernel,1.676,0.8002,0.8228,0.8137
triangular_kernel,1.681,0.8002,0.8228,0.8135
triangular_kernel,1.686,0.8002,0.8228,0.8142
triangular_kernel,1.691,0.8002,0.8228,0.8142
triangular_kernel,1.696,0.8002,0.8228,0.8146
triangular_kernel,1.701,0.8013,0.8228,0.8148
triangular_kernel,1.706,0.8013,0.8239,0.8153
triangular_kernel,1.711,0.8013,0.8250,0.8155
triangular_kernel,1.716,0.8013,0.8250,0.8155
triangular_kernel,1.721,0.8002,0.8239,0.8150
triangular_kernel,1.726,0.8002,0.8239,0.8153
triangular_kernel,1.731,0.8002,0.8239,0.8153
triangular_kernel,1.736,0.8002,0.8250,0.8155
triangular_kernel,1.741,0.8013,0.8250,0.8155
triangular_kernel,1.746,0.8013,0.8250,0.8153
triangular_kernel,1.751,0.8035,0.8250,0.8157
triangular_kernel,1.756,0.8035,0.8250,0.8157
triangular_kernel,1.761,0.8035,0.8239,0.8155
triangular_kernel,1.766,0.8035,0.8239,0.8157
triangular_kernel,1.771,0.8035,0.8250,0.8159
triangular_kernel,1.776,0.8035,0.8250,0.8157
triangular_kernel,1.781,0.8035,0.8250,0.8159
triangular_kernel,1.786,0.8035,0.8239,0.8159
triangular_kernel,1.791,0.8024,0.8239,0.8157
triangular_kernel,1.796,0.8024,0.8239,0.8161
triangular_kernel,1.801,0.8024,0.8239,0.8163
triangular_kernel,1.806,0.8024,0.8239,0.8170
triangular_kernel,1.811,0.8024,0.8239,0.8166
triangular_kernel,1.816,0.8035,0.8250,0.8172
triangular_kernel,1.821,0.8035,0.8250,0.8172
triangular_kernel,1.826,0.8035,0.8250,0.8174
triangular_kernel,1.831,0.8035,0.8250,0.8179
triangular_kernel,1.836,0.8035,0.8250,0.8179
triangular_kernel,1.841,0.8046,0.8250,0.8183
triangular_kernel,1.846,0.8046,0.8239,0.8181
triangular_kernel,1.851,0.8046,0.8239,0.8185
triangular_kernel,1.856,0.8046,0.8239,0.8185
triangular_kernel,1.861,0.8046,0.8239,0.8185
triangular_kernel,1.866,0.8046,0.8250,0.8187
triangular_kernel,1.871,0.8046,0.8250,0.8185
triangular_kernel,1.876,0.8046,0.8250,0.8190
triangular_kernel,1.881,0.8046,0.8261,0.8194
triangular_kernel,1.886,0.8046,0.8261,0.8192
triangular_kernel,1.891,0.8067,0.8272,0.8203
triangular_kernel,1.896,0.8067,0.8283,0.8207
triangular_kernel,1.901,0.8067,0.8283,0.8205
triangular_kernel,1.906,0.8067,0.8283,0.8207
triangular_kernel,1.911,0.8067,0.8283,0.8207
triangular_kernel,1.916,0.8078,0.8283,0.8207
triangular_kernel,1.921,0.8078,0.8283,0.8203
triangular_kernel,1.926,0.8078,0.8283,0.8203
triangular_kernel,1.931,0.8078,0.8283,0.8200
triangular_kernel,1.936,0.8078,0.8293,0.8207
triangular_kernel,1.941,0.8078,0.8293,0.8207
triangular_kernel,1.946,0.8078,0.8293,0.8205
triangular_kernel,1.951,0.8078,0.8293,0.8200
triangular_kernel,1.956,0.8078,0.8293,0.8203
triangular_kernel,1.961,0.8078,0.8283,0.8200
triangular_kernel,1.966,0.8078,0.8283,0.8203
triangular_kernel,1.971,0.8078,0.8283,0.8203
triangular_kernel,1.976,0.8078,0.8283,0.8203
triangular_kernel,1.981,0.8078,0.8283,0.8200
triangular_kernel,1.986,0.8089,0.8293,0.8207
triangular_kernel,1.991,0.8089,0.8293,0.8207
triangular_kernel,1.996,0.8089,0.8293,0.8213
triangular_kernel,2.001,0.8089,0.8293,0.8213
uniform_kernel,0.001,0.6370,0.6609,0.6518
uniform_kernel,0.006,0.6533,0.6739,0.6655
uniform_kernel,0.011,0.6576,0.6815,0.6733
uniform_kernel,0.016,0.6630,0.6891,0.6792
uniform_kernel,0.021,0.6728,0.6935,0.6855
uniform_kernel,0.026,0.6750,0.6946,0.6879
uniform_kernel,0.031,0.6761,0.7011,0.6909
uniform_kernel,0.036,0.6804,0.7022,0.6931
uniform_kernel,0.041,0.6804,0.7076,0.6964
uniform_kernel,0.046,0.6859,0.7152,0.7016
uniform_kernel,0.051,0.6913,0.7174,0.7048
uniform_kernel,0.056,0.6946,0.7196,0.7068
uniform_kernel,0.061,0.6957,0.7196,0.7075
uniform_kernel,0.066,0.6957,0.7207,0.7092
uniform_kernel,0.071,0.6978,0.7228,0.7116
uniform_kernel,0.076,0.7000,0.7250,0.7131
uniform_kernel,0.081,0.7022,0.7293,0.7168
uniform_kernel,0.086,0.7043,0.7304,0.7183
uniform_kernel,0.091,0.7076,0.7326,0.7209
uniform_kernel,0.096,0.7076,0.7337,0.7216
uniform_kernel,0.101,0.7076,0.7337,0.7216
uniform_kernel,0.106,0.7076,0.7348,0.7227
uniform_kernel,0.111,0.7098,0.7348,0.7235
uniform_kernel,0.116,0.7130,0.7380,0.7253
uniform_kernel,0.121,0.7163,0.7402,0.7279
uniform_kernel,0.126,0.7185,0.7435,0.7296
uniform_kernel,0.131,0.7217,0.7446,0.7311
uniform_kernel,0.136,0.7217,0.7446,0.7311
uniform_kernel,0.141,0.7228,0.7446,0.7322
uniform_kernel,0.146,0.7228,0.7457,0.7325
uniform_kernel,0.151,0.7228,0.7457,0.7329
uniform_kernel,0.156,0.7228,0.7457,0.7335
uniform_kernel,0.161,0.7228,0.7467,0.7344
uniform_kernel,0.166,0.7239,0.7511,0.7355
uniform_kernel,0.171,0.7261,0.7511,0.7361
uniform_kernel,0.176,0.7261,0.7511,0.7364
uniform_kernel,0.181,0.7272,0.7522,0.7374
uniform_kernel,0.186,0.7283,0.7522,0.7377
uniform_kernel,0.191,0.7304,0.7533,0.7385
uniform_kernel,0.196,0.7304,0.7533,0.7392
uniform_kernel,0.201,0.7326,0.7533,0.7401
uniform_kernel,0.206,0.7326,0.7533,0.7403
uniform_kernel,0.211,0.7326,0.7543,0.7407
uniform_kernel,0.216,0.7337,0.7543,0.7414
uniform_kernel,0.221,0.7340,0.7543,0.7418
uniform_kernel,0.226,0.7340,0.7554,0.7420
uniform_kernel,0.231,0.7348,0.7554,0.7427
uniform_kernel,0.236,0.7348,0.7554,0.7429
uniform_kernel,0.241,0.7359,0.7554,0.7431
uniform_kernel,0.246,0.7359,0.7576,0.7438
uniform_kernel,0.251,0.7370,0.7576,0.7446
uniform_kernel,0.256,0.7370,0.7576,0.7446
uniform_kernel,0.261,0.7370,0.7576,0.7448
uniform_kernel,0.266,0.7380,0.7565,0.7453
uniform_kernel,0.271,0.7391,0.7565,0.7461
uniform_kernel,0.276,0.7391,0.7565,0.7464
uniform_kernel,0.281,0.7391,0.7565,0.7464
uniform_kernel,0.286,0.7391,0.7576,0.7468
uniform_kernel,0.291,0.7391,0.7576,0.7470
uniform_kernel,0.296,0.7402,0.7587,0.7485
uniform_kernel,0.301,0.7413,0.7587,0.7494
uniform_kernel,0.306,0.7435,0.7609,0.7514
uniform_kernel,0.311,0.7446,0.7609,0.7518
uniform_kernel,0.316,0.7448,0.7620,0.7524
uniform_kernel,0.321,0.7448,0.7620,0.7527
uniform_kernel,0.326,0.7448,0.7620,0.7527
uniform_kernel,0.331,0.7448,0.7620,0.7527
uniform_kernel,0.336,0.7448,0.7641,0.7531
uniform_kernel,0.341,0.7448,0.7641,0.7533
uniform_kernel,0.346,0.7448,0.7641,0.7533
uniform_kernel,0.351,0.7448,0.7641,0.7533
uniform_kernel,0.356,0.7448,0.7641,0.7533
uniform_kernel,0.361,0.7448,0.7641,0.7542
uniform_kernel,0.366,0.7448,0.7641,0.7542
uniform_kernel,0.371,0.7459,0.7663,0.7551
uniform_kernel,0.376,0.7470,0.7663,0.7559
uniform_kernel,0.381,0.7470,0.7663,0.7559
uniform_kernel,0.386,0.7470,0.7663,0.7559
uniform_kernel,0.391,0.7470,0.7663,0.7559
uniform_kernel,0.396,0.7470,0.7663,0.7559
uniform_kernel,0.401,0.7470,0.7663,0.7559
uniform_kernel,0.406,0.7470,0.7663,0.7559
uniform_kernel,0.411,0.7492,0.7674,0.7577
uniform_kernel,0.416,0.7492,0.7674,0.7579
uniform_kernel,0.421,0.7492,0.7674,0.7577
uniform_kernel,0.426,0.7503,0.7674,0.7581
uniform_kernel,0.431,0.7503,0.7674,0.7581
uniform_kernel,0.436,0.7524,0.7696,0.7598
uniform_kernel,0.441,0.7524,0.7696,0.7603
uniform_kernel,0.446,0.7535,0.7696,0.7607
uniform_kernel,0.451,0.7535,0.7696,0.7607
uniform_kernel,0.456,0.7535,0.7696,0.7609
uniform_kernel,0.461,0.7535,0.7696,0.7609
uniform_kernel,0.466,0.7535,0.7696,0.7614
uniform_kernel,0.471,0.7535,0.7717,0.7622
uniform_kernel,0.476,0.7524,0.7717,0.7620
uniform_kernel,0.481,0.7546,0.7707,0.7622
uniform_kernel,0.486,0.7546,0.7707,0.7622
uniform_kernel,0.491,0.7546,0.7707,0.7627
uniform_kernel,0.496,0.7546,0.7707,0.7633
uniform_kernel,0.501,0.7546,0.7717,0.7637
uniform_kernel,0.506,0.7546,0.7728,0.7642
uniform_kernel,0.511,0.7546,0.7739,0.7646
uniform_kernel,0.516,0.7546,0.7750,0.7651
uniform_kernel,0.521,0.7557,0.7750,0.7655
uniform_kernel,0.526,0.7557,0.7750,0.7659
uniform_kernel,0.531,0.7568,0.7750,0.7664
uniform_kernel,0.536,0.7579,0.7750,0.7666
uniform_kernel,0.541,0.7579,0.7750,0.7666
uniform_kernel,0.546,0.7579,0.7750,0.7668
uniform_kernel,0.551,0.7579,0.7750,0.7672
uniform_kernel,0.556,0.7579,0.7750,0.7672
uniform_kernel,0.561,0.7590,0.7750,0.7674
uniform_kernel,0.566,0.7590,0.7750,0.7674
uniform_kernel,0.571,0.7600,0.7772,0.7685
uniform_kernel,0.576,0.7600,0.7772,0.7685
uniform_kernel,0.581,0.7611,0.7772,0.7692
uniform_kernel,0.586,0.7622,0.7772,0.7692
uniform_kernel,0.591,0.7622,0.7783,0.7698
uniform_kernel,0.596,0.7622,0.7793,0.7703
uniform_kernel,0.601,0.7622,0.7793,0.7703
uniform_kernel,0.606,0.7622,0.7793,0.7703
uniform_kernel,0.611,0.7622,0.7793,0.7709
uniform_kernel,0.616,0.7622,0.7793,0.7711
uniform_kernel,0.621,0.7622,0.7793,0.7722
uniform_kernel,0.626,0.7633,0.7804,0.7729
uniform_kernel,0.631,0.7633,0.7804,0.7729
uniform_kernel,0.636,0.7633,0.7804,0.7731
uniform_kernel,0.641,0.7633,0.7793,0.7729
uniform_kernel,0.646,0.7633,0.7804,0.7731
uniform_kernel,0.651,0.7644,0.7804,0.7740
uniform_kernel,0.656,0.7644,0.7826,0.7748
uniform_kernel,0.661,0.7644,0.7826,0.7746
uniform_kernel,0.666,0.7644,0.7826,0.7746
uniform_kernel,0.671,0.7655,0.7826,0.7753
uniform_kernel,0.676,0.7655,0.7826,0.7757
uniform_kernel,0.681,0.7655,0.7837,0.7755
uniform_kernel,0.686,0.7655,0.7837,0.7755
uniform_kernel,0.691,0.7655,0.7837,0.7757
uniform_kernel,0.696,0.7655,0.7837,0.7759
uniform_kernel,0.701,0.7655,0.7826,0.7757
uniform_kernel,0.706,0.7655,0.7826,0.7755
uniform_kernel,0.711,0.7655,0.7826,0.7761
uniform_kernel,0.716,0.7666,0.7826,0.7768
uniform_kernel,0.721,0.7666,0.7837,0.7770
uniform_kernel,0.726,0.7666,0.7837,0.7770
uniform_kernel,0.731,0.7676,0.7837,0.7774
uniform_kernel,0.736,0.7687,0.7859,0.7783
uniform_kernel,0.741,0.7687,0.7859,0.7781
uniform_kernel,0.746,0.7687,0.7859,0.7781
uniform_kernel,0.751,0.7687,0.7870,0.7785
uniform_kernel,0.756,0.7687,0.7870,0.7785
uniform_kernel,0.761,0.7687,0.7870,0.7781
uniform_kernel,0.766,0.7698,0.7859,0.7785
uniform_kernel,0.771,0.7698,0.7891,0.7792
uniform_kernel,0.776,0.7698,0.7891,0.7792
uniform_kernel,0.781,0.7709,0.7902,0.7796
uniform_kernel,0.786,0.7709,0.7902,0.7798
uniform_kernel,0.791,0.7709,0.7902,0.7800
uniform_kernel,0.796,0.7709,0.7913,0.7805
uniform_kernel,0.801,0.7709,0.7924,0.7809
uniform_kernel,0.806,0.7709,0.7924,0.7814
uniform_kernel,0.811,0.7709,0.7924,0.7816
uniform_kernel,0.816,0.7709,0.7924,0.7820
uniform_kernel,0.821,0.7709,0.7935,0.7822
uniform_kernel,0.826,0.7709,0.7935,0.7822
uniform_kernel,0.831,0.7709,0.7935,0.7822
uniform_kernel,0.836,0.7709,0.7935,0.7822
uniform_kernel,0.841,0.7720,0.7935,0.7824
uniform_kernel,0.846,0.7731,0.7935,0.7831
uniform_kernel,0.851,0.7731,0.7935,0.7831
uniform_kernel,0.856,0.7731,0.7946,0.7833
uniform_kernel,0.861,0.7731,0.7957,0.7835
uniform_kernel,0.866,0.7731,0.7957,0.7837
uniform_kernel,0.871,0.7731,0.7957,0.7837
uniform_kernel,0.876,0.7731,0.7967,0.7844
uniform_kernel,0.881,0.7731,0.7967,0.7844
uniform_kernel,0.886,0.7720,0.7967,0.7844
uniform_kernel,0.891,0.7720,0.7967,0.7848
uniform_kernel,0.896,0.7720,0.7967,0.7848
uniform_kernel,0.901,0.7720,0.7957,0.7846
uniform_kernel,0.906,0.7731,0.7957,0.7850
uniform_kernel,0.911,0.7731,0.7957,0.7850
uniform_kernel,0.916,0.7731,0.7967,0.7853
uniform_kernel,0.921,0.7731,0.7967,0.7853
uniform_kernel,0.926,0.7731,0.7967,0.7853
uniform_kernel,0.931,0.7742,0.7967,0.7861
uniform_kernel,0.936,0.7752,0.7967,0.7864
uniform_kernel,0.941,0.7742,0.7967,0.7868
uniform_kernel,0.946,0.7742,0.7967,0.7868
uniform_kernel,0.951,0.7742,0.7978,0.7870
uniform_kernel,0.956,0.7774,0.7989,0.7879
uniform_kernel,0.961,0.7774,0.8000,0.7883
uniform_kernel,0.966,0.7774,0.8011,0.7887
uniform_kernel,0.971,0.7774,0.8011,0.7887
uniform_kernel,0.976,0.7774,0.8011,0.7887
uniform_kernel,0.981,0.7774,0.8011,0.7890
uniform_kernel,0.986,0.7763,0.8011,0.7894
uniform_kernel,0.991,0.7763,0.8011,0.7898
uniform_kernel,0.996,0.7774,0.8011,0.7900
uniform_kernel,1.001,0.7774,0.8011,0.7900
uniform_kernel,1.006,0.7774,0.8011,0.7900
uniform_kernel,1.011,0.7774,0.8022,0.7905
uniform_kernel,1.016,0.7763,0.8022,0.7903
uniform_kernel,1.021,0.7763,0.8022,0.7905
uniform_kernel,1.026,0.7763,0.8022,0.7905
uniform_kernel,1.031,0.7763,0.8022,0.7905
uniform_kernel,1.036,0.7774,0.8022,0.7909
uniform_kernel,1.041,0.7774,0.8033,0.7918
uniform_kernel,1.046,0.7774,0.8033,0.7927
uniform_kernel,1.051,0.7774,0.8033,0.7924
uniform_kernel,1.056,0.7774,0.8043,0.7931
uniform_kernel,1.061,0.7774,0.8054,0.7933
uniform_kernel,1.066,0.7807,0.8054,0.7942
uniform_kernel,1.071,0.7807,0.8065,0.7944
uniform_kernel,1.076,0.7807,0.8065,0.7946
uniform_kernel,1.081,0.7807,0.8065,0.7946
uniform_kernel,1.086,0.7807,0.8065,0.7946
uniform_kernel,1.091,0.7818,0.8076,0.7950
uniform_kernel,1.096,0.7818,0.8076,0.7950
uniform_kernel,1.101,0.7818,0.8076,0.7953
uniform_kernel,1.106,0.7818,0.8076,0.7953
uniform_kernel,1.111,0.7818,0.8076,0.7955
uniform_kernel,1.116,0.7818,0.8087,0.7959
uniform_kernel,1.121,0.7818,0.8076,0.7953
uniform_kernel,1.126,0.7828,0.8076,0.7957
uniform_kernel,1.131,0.7828,0.8076,0.7959
uniform_kernel,1.136,0.7839,0.8076,0.7964
uniform_kernel,1.141,0.7839,0.8076,0.7964
uniform_kernel,1.146,0.7828,0.8076,0.7961
uniform_kernel,1.151,0.7839,0.8076,0.7964
uniform_kernel,1.156,0.7839,0.8076,0.7961
uniform_kernel,1.161,0.7839,0.8087,0.7964
uniform_kernel,1.166,0.7839,0.8087,0.7964
uniform_kernel,1.171,0.7839,0.8109,0.7970
uniform_kernel,1.176,0.7839,0.8109,0.7970
uniform_kernel,1.181,0.7850,0.8109,0.7972
uniform_kernel,1.186,0.7850,0.8109,0.7972
uniform_kernel,1.191,0.7861,0.8109,0.7977
uniform_kernel,1.196,0.7861,0.8109,0.7977
uniform_kernel,1.201,0.7861,0.8109,0.7979
uniform_kernel,1.206,0.7861,0.8109,0.7979
uniform_kernel,1.211,0.7861,0.8109,0.7979
uniform_kernel,1.216,0.7861,0.8109,0.7979
uniform_kernel,1.221,0.7872,0.8120,0.7985
uniform_kernel,1.226,0.7872,0.8120,0.7985
uniform_kernel,1.231,0.7872,0.8120,0.7985
uniform_kernel,1.236,0.7861,0.8120,0.7992
uniform_kernel,1.241,0.7872,0.8120,0.7994
uniform_kernel,1.246,0.7872,0.8120,0.7996
uniform_kernel,1.251,0.7872,0.8120,0.7996
uniform_kernel,1.256,0.7872,0.8120,0.7998
uniform_kernel,1.261,0.7872,0.8120,0.8000
uniform_kernel,1.266,0.7872,0.8120,0.7998
uniform_kernel,1.271,0.7872,0.8120,0.7998
uniform_kernel,1.276,0.7872,0.8120,0.8003
uniform_kernel,1.281,0.7883,0.8120,0.8005
uniform_kernel,1.286,0.7883,0.8120,0.8005
uniform_kernel,1.291,0.7883,0.8130,0.8011
uniform_kernel,1.296,0.7883,0.8130,0.8018
uniform_kernel,1.301,0.7904,0.8130,0.8022
uniform_kernel,1.306,0.7915,0.8130,0.8024
uniform_kernel,1.311,0.7894,0.8120,0.8018
uniform_kernel,1.316,0.7904,0.8120,0.8022
uniform_kernel,1.321,0.7904,0.8120,0.8020
uniform_kernel,1.326,0.7894,0.8120,0.8018
uniform_kernel,1.331,0.7894,0.8120,0.8024
uniform_kernel,1.336,0.7894,0.8120,0.8024
uniform_kernel,1.341,0.7894,0.8120,0.8031
uniform_kernel,1.346,0.7894,0.8130,0.8035
uniform_kernel,1.351,0.7904,0.8130,0.8037
uniform_kernel,1.356,0.7915,0.8130,0.8044
uniform_kernel,1.361,0.7915,0.8130,0.8048
uniform_kernel,1.366,0.7915,0.8130,0.8048
uniform_kernel,1.371,0.7915,0.8130,0.8044
